Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id
J,"Martin, Brent; Mitrovic, Antonija; Koedinger, Kenneth R.; Mathan, Santosh",,,,,"Martin, Brent/0000-0001-5706-4767",,,Evaluating and improving adaptive educational systems with learning curves,,,,,,,,USER MODELING AND USER-ADAPTED INTERACTION,,,,21,3,,,249,283,,,,10.1007/s11257-010-9084-2,,,,,,,Article,AUG 2011,2011,"Personalised environments such as adaptive educational systems can be evaluated and compared using performance curves. Such summative studies are useful for determining whether or not new modifications enhance or degrade performance. Performance curves also have the potential to be utilised in formative studies that can shape adaptive model design at a much finer level of granularity. We describe the use of learning curves for evaluating personalised educational systems and outline some of the potential pitfalls and how they may be overcome. We then describe three studies in which we demonstrate how learning curves can be used to drive changes in the user model. First, we show how using learning curves for subsets of the domain model can yield insight into the appropriateness of the model's structure. In the second study we use this method to experiment with model granularity. Finally, we use learning curves to analyse a large volume of user data to explore the feasibility of using them as a reliable method for fine-tuning a system's model. The results of these experiments demonstrate the successful use of performance curves in formative studies of adaptive educational systems.",,,,,,,,,38,0,0,0,0,0,38,,,0924-1868,1573-1391,,,,,,,"Univ Canterbury, Intelligent Comp Tutoring Grp, Dept Comp Sci & Software Engn, Christchurch 8140, New ZealandCarnegie Mellon Univ, HCI Inst, Pittsburgh, PA 15213 USAHuman Ctr Syst Grp, Honeywell Labs, Minneapolis, MN USA",,,,2012-03-05,WOS:000300083300001,
J,"Xie, Haoran; Zou, Di; Zhang, Ruofei; Wang, Minhong; Kwan, Reggie",,,,"Xie, Haoran/AAW-8845-2020; Xie, Haoran/AFS-3515-2022; Zhang, Ruofei/HKW-6653-2023","Xie, Haoran/0000-0003-0965-3617; Xie, Haoran/0000-0003-0965-3617; ZOU, Di/0000-0001-8435-9739; Zhang, Ruofei/0000-0001-5215-3306",,,Personalized word learning for university students: a profile-based method for e-learning systems,,,,,,,,JOURNAL OF COMPUTING IN HIGHER EDUCATION,,,,31,2,SI,,273,289,,,,10.1007/s12528-019-09215-0,,,,,,,Article; Proceedings Paper,AUG 2019,2019,"It is widely acknowledged that the acquisition of vocabulary is the foundation of learning English. With the rapid development of information technologies in recent years, e-learning systems have been widely adopted for English as a Second Language (ESL) Learning. However, a limitation of conventional word learning systems is that the prior vocabulary knowledge of learners is not well captured. Understanding the prior knowledge of learners plays a key role in providing personalized learning, which many studies suggest is a successful learning paradigm for vocabulary acquisition, one that aims to optimize instructional approaches and paces by catering to individual learning needs. A powerful learner profile model which can represent learner's prior knowledge is therefore important for word learning systems to better facilitate personalized learning. In this article, we investigated various methods to establish learner profiles and attempted to determine the optimal method. To verify the effectiveness of personalized word learning supported by the proposed model, ESL students from several universities participated in this study. The empirical results showed that the proposed learner profile model can better facilitate vocabulary acquisition compared with other baseline methods.",,,,,International Conference on Hybrid Learning (ICHL)International Conference on Hybrid Learning (ICHL),"JUL 31-AUG 02, 2018JUL 31-AUG 02, 2018",,"Osaka, JAPANOsaka, JAPAN",24,0,0,0,1,0,24,,,1042-1726,1867-1233,,,,,,,"Educ Univ Hong Kong, Dept Math & Informat Technol, Hong Kong, Peoples R ChinaEduc Univ Hong Kong, Dept English Language Educ, Hong Kong, Peoples R ChinaUniv Hong Kong, Fac Educ, Hong Kong, Peoples R ChinaEast China Normal Univ, Dept Educ Informat Technol, Shanghai, Peoples R ChinaOpen Univ Hong Kong, Hong Kong, Peoples R China",,,,2019-08-02,WOS:000475750000004,
J,"Maniktala, Mehak; Chi, Min; Barnes, Tiffany",,,,,"Barnes, Tiffany/0000-0002-6500-9976",,,Enhancing a student productivitymodel for adaptive problem-solving assistance,,,,,,,,USER MODELING AND USER-ADAPTED INTERACTION,,,,33,1,,,159,188,,,,10.1007/s11257-022-09338-7,,,,,AUG 2022,,Article,MAR 2023,2023,"Research on intelligent tutoring systems has been exploring data-driven methods to deliver effective adaptive assistance. While much work has been done to provide adaptive assistance when students seek help, they may not seek help optimally. This had led to the growing interest in proactive adaptive assistance, where the tutor provides unsolicited assistance upon predictions of struggle or unproductivity. Determining when and whether to provide personalized support is a well-known challenge called the assistance dilemma. Addressing this dilemma is particularly challenging in openended domains, where there can be several ways to solve problems. Researchers have explored methods to determine when to proactively help students, but few of these methods have taken prior hint usage into account. In this paper, we present a novel data-driven approach to incorporate students' hint usage in predicting their need for help. We explore its impact in an intelligent tutor that deals with the open-ended and well-structured domain of logic proofs. We present a controlled study to investigate the impact of an adaptive hint policy based on predictions of HelpNeed that incorporate students' hint usage. We showempirical evidence to support that such a policy can save students a significant amount of time in training and lead to improved posttest results, when compared to a control without proactive interventions. We also show that incorporating students' hint usage significantly improves the adaptive hint policy's efficacy in predicting students' HelpNeed, thereby reducing training unproductivity, reducing possible help avoidance, and increasing possible help appropriateness (a higher chance of receiving help when it was likely to be needed). We conclude with suggestions on the domains that can benefit from this approach as well as the requirements for adoption.",,,,,,,,,0,0,0,0,0,0,0,,,0924-1868,1573-1391,,,,,,,"North Carolina State Univ, Raleigh, NC 27695 USANorth Carolina State Univ, Dept Comp Sci, Raleigh, NC 27695 USA",,,,2022-08-12,WOS:000835591800001,35966028
J,"Zhou, Jianhang; Zeng, Shaoning; Zhang, Bob",,,,"Zhang, Bob/ABD-5926-2021; Zhang, Bob/HIR-3656-2022","Zhang, Bob/0000-0003-2497-9519; Zhang, Bob/0000-0001-6512-0474; Zhou, Jianhang/0000-0002-2423-2311",,,Two-stage knowledge transfer framework for image classification,,,,,,,,PATTERN RECOGNITION,,,,107,,,,,,107529,,,10.1016/j.patcog.2020.107529,,,,,,,Article,NOV 2020,2020,"The two-stage strategy has been widely used in image classification. However, these methods barely take the classification criteria of the first stage into consideration in the second prediction stage. In this paper, we propose a novel Two-Stage Representation method (TSR), and convert it to a Single-Teacher Single-Student (STSS) problem in our two-stage knowledge transfer framework for image classification. Specifically, the first stage classifier is formulated as the teacher, which holds the 'gate value' to supervise the student classifier in the second stage. To transfer knowledge from the teacher classifier, we seek the nearest neighbours of the test sample to generate a set of candidate target classes in the first stage. Then, a student classifier learns from the samples belonging to these candidate classes in the second stage. Under the supervision of the teacher classifier, the teacher approves the student only if it obtains a higher score than the 'gate value'. In actuality, the proposed framework generates a stronger classifier by staging two weaker classifiers in a novel way. The experiments on several databases show that our proposed framework is effective, which outperforms multiple popular classification methods. (C) 2020 Elsevier Ltd. All rights reserved.",,,,,,,,,16,0,0,0,3,0,16,,,0031-3203,1873-5142,,,,,,,"Univ Macau, Dept Comp & Informat Sci, PAMI Res Grp, Taipa, Macao, Peoples R ChinaHuizhou Univ, Sch Comp Sci & Engn, Huizhou 516007, Guangdong, Peoples R China",,,,2020-08-12,WOS:000552866000064,
J,"Kuk, Kristijan; Milentijevic, Ivan; Rancic, Dejan; Spalevic, Petar",,,,"Spalevic, Petar/AAB-7148-2020","Kuk, Kristijan/0000-0001-8910-791X",,,Pedagogical agent in Multimedia Interactive Modules for Learning - MIMLE,,,,,,,,EXPERT SYSTEMS WITH APPLICATIONS,,,,39,9,,,8051,8058,,,,10.1016/j.eswa.2012.01.138,,,,,,,Article,JUL 2012,2012,"Using new game-based learning systems in college education is neither an easy nor a simple task. The aim of such systems is to keep attention, teach students or assess their knowledge through a game. With the aim of keeping students' attention through a game, in this paper we show the implementation of game-based learning systems with a pedagogical agent. We presents two models for assessing student's knowledge used by a pedagogical agent which is a part of the new class of Multimedia Interactive Modules for Learning - MIMLE. One of the models is used for activating the agent. It is realized as a window of Help option and built in accordance to Marcov decision process theory (MDP). The basic goal of this mode is to determine the minimal intervention of the agent towards making the right direction concerning the studying process based on simulation learning. With the second, long-term model, we have assessed student's knowledge in the current game level that is used to decide students should pass on to the next level of learning or if they should stay on the same level. (C) 2012 Elsevier Ltd. All rights reserved.",,,,,,,,,9,0,0,0,0,0,9,,,0957-4174,1873-6793,,,,,,,"Sch Elect Engn & Comp Sci Appl Studies, Belgrade 11000, SerbiaFac Elect Engn, Nish, SerbiaFac Tech Sci, K Mitrovica, Serbia",Sch Elect Engn & Comp Sci Appl StudiesFac Elect EngnFac Tech Sci,,,2012-05-16,WOS:000303281600046,
J,"Xu, Quanzheng; Liu, Liyu; Ji, Bing",,,,"姬, 冰/GRS-6888-2022",,,,Knowledge distillation guided by multiple homogeneous teachers,,,,,,,,INFORMATION SCIENCES,,,,607,,,,230,243,,,,10.1016/j.ins.2022.05.117,,,,,JUN 2022,,Article,AUG 2022,2022,"Knowledge distillation (KD) transfers knowledge from a heavy teacher network to a lightweight student network while maintaining the student's performance closely to that of the teacher. However, the large gap between the teacher and the student in terms of capacity is not conducive to KD. Consequently, a large teacher network is not necessarily the most suitable teacher to guide the student. Therefore, this study proposes a multiple homogeneous teacher-guided KD method. First, multiple networks with the same structure as that of the student are pretrained to act as a teacher group, which is different from utilizing a large teacher network in traditional KD, to alleviate the capacity gap between the teacher and student. Second, a confidence-adaptive initialization strategy is developed to initialize the student network, which learns knowledge from the pretrained teacher group. Experiments are performed on CIFAR10, CIFAR100, and Tiny-ImageNet using three networks. The experimental results demonstrate that the proposed KD method outperforms existing advanced KD methods. Furthermore, a similarity loss function is introduced to optimize the parameters of the classifier in the student network. The experimental results indicate that this loss function improves the performance for basic classification tasks without KD and efficiently works in the proposed KD method. (c) 2022 Elsevier Inc. All rights reserved.",,,,,,,,,3,0,0,0,0,0,3,,,0020-0255,1872-6291,,,,,,,"Shandong Univ, Sch Control Sci & Engn, Jinan 250061, Peoples R China",,,,2022-07-13,WOS:000817892200013,
J,"Ting, Choo-Yee; Phon-Amnuaisuk, Somnuk; Chong, Yen-Kuan",,,,,"Phon-Amnuaisuk, Somnuk/0000-0003-2130-185X",,,Modeling and intervening across time in scientific inquiry exploratory learning environment,,,,,,,,EDUCATIONAL TECHNOLOGY & SOCIETY,,,,11,3,,,239,258,,,,,,,,,,,Article,2008,2008,"This article aims at discussing how Dynamic Decision Network (DDN) can be employed to tackle the challenges in modeling temporally variable scientific inquiry skills and provision of adaptive pedagogical interventions in INQPRO, a scientific inquiry exploratory learning environment for learning O'level Physics. We begin with an overview of INQPRO and a highlight of the computer algorithm as well as the design of our proposed DDN model. We then present an instance of interactions with INQPRO to describe how the proposed model can be generated dynamically by aggregating different INQPRO Graphical User Interfaces (GUIs) in real-time basis to perform probabilistic assessments of the two scientific inquiry skills (Hypothesis Formulation. and Variable Identification zeta). In this study, we carried out a two-phase empirical evaluation to investigate the performance of the proposed DDN model in categorizing different groups of learners. The performance of the proposed DDN model is identified by its matching accuracies elicited from a total of 6 domain experts and 77 learners who participated in both evaluation phases. Based on the empirical results, we summarized that the proposed DDN model is practically sound as it has demonstrated acceptable estimation accuracies with reference to the classification results obtained from the pretest, posttest, and from domain experts.",,,,,,,,,6,0,0,0,0,0,6,,,1176-3647,1436-4522,,,,,,,"Multimedia Univ, Fac Informat Technol, Cyberjaya, MalaysiaMultimedia Univ, Ctr Multimedia Educ Dev & Applicat, Cyberjaya, Malaysia",,,,2008-01-01,WOS:000257950900017,
J,"Fazio, Claudio; Di Paola, Benedetto; Guastella, Ivan",,,,"Fazio, Claudio/H-5184-2012; Di Paola, Benedetto/HGA-0922-2022; di+Paola, Benedetto/AAT-7098-2021; Di Paola, Benedetto/AAU-8646-2020","Fazio, Claudio/0000-0002-3031-1665; Di Paola, Benedetto/0000-0003-0305-5640",,,Prospective elementary teachers' perceptions of the processes of modeling: A case study,,,,,,,,PHYSICAL REVIEW SPECIAL TOPICS-PHYSICS EDUCATION RESEARCH,,,,8,1,,,,,10110,,,10.1103/PhysRevSTPER.8.010110,,,,,,,Article,MAR 15 2012,2012,"In this paper we discuss a study on the approaches to modeling of students of the 4-year elementary school teacher program at the University of Palermo, Italy. The answers to a specially designed questionnaire are analyzed on the basis of an a priori analysis made using a general scheme of reference on the epistemology of mathematics and physics. The study is performed by using quantitative data analysis methods, i.e. factorial analysis of the correspondences and implicative analysis. A qualitative analysis of key words and terms used by students during interviews is also used to examine some aspects that emerged from the quantitative analysis. The students have been classified on the basis of their different epistemological approaches to knowledge construction, and implications between different conceptual strategies used to answer the questionnaire have been highlighted. The study's conclusions are consistent with previous research, but the use of quantitative data analysis allowed us to classify the students into three profiles'' related to different epistemological approaches to knowledge construction, and to show the implications of the different conceptual strategies used to answer the questionnaire, giving an estimation of the classification or implication strength.'' Some hints on how a course for elementary school physics and mathematics education can be planned to orient the future teachers to the construction of models of explanation are reported.",,,,,,,,,14,0,0,0,0,0,14,,,1554-9178,,,,,,,,"Univ Palermo, Dipartimento Fis, UOP PERG, Phys Educ Res Grp, Palermo, ItalyUniv Palermo, GRIM Math Educ Res Grp, Dipartimento Matemat & Informat, Palermo, Italy",,,,2012-04-04,WOS:000301520000001,
J,"Hooshyar, Danial; Huang, Yueh-Min; Yang, Yeongwook",,,,"Hooshyar, Danial/X-5126-2018","Hooshyar, Danial/0000-0002-9143-6648",,,GameDKT: Deep knowledge tracing in educational games,,,,,,,,EXPERT SYSTEMS WITH APPLICATIONS,,,,196,,,,,,116670,,,10.1016/j.eswa.2022.116670,,,,,FEB 2022,,Article,JUN 15 2022,2022,"Despite the multiple deep knowledge tracing (DKT) methods developed for intelligent tutoring systems and online learning environments, there exists only a few applications of such methods in educational computer games. One key challenge is that a player may deploy several interweaved and overlapped skills during game play, making the assessment task nontrivial. In this research, we present a generalizable DKT approach called GameDKT that integrates state-of-the-art machine learning with domain knowledge to model the learners' knowledge state during gameplay, in an attempt to monitor and trace their proficiency level for the different skills required for educational games. Our findings reveal that GameDKT approach could successfully predict the performance of players in the coming game task using the cross-validated CNN model with accuracy and AUC of roughly 85% and 0.913, respectively, thus outperforming the MLP baseline model by up to 14%. When the performance of players is forecasted for up to four game tasks in advance, results show that the CNN model can achieve more than 70% accuracy. Interestingly, this model seems to be better and faster at identifying local patterns and it could achieve a higher performance compared to RNN and LSTM in both one-step and multi-step prediction of learners' performance in game tasks.",,,,,,,,,9,0,0,0,0,0,9,,,0957-4174,1873-6793,,,,,,,"Tallinn Univ, Sch Digital Technol, Tallinn, EstoniaNatl Cheng Kung Univ, Dept Engn Sci, Tainan, TaiwanHanshin Univ, Div Comp Engn, Osan, South Korea",,,,2022-03-21,WOS:000761946900006,
J,"Vajjala, Sowmya",,,,,,,,Automated Assessment of Non-Native Learner Essays: Investigating the Role of Linguistic Features,,,,,,,,INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION,,,,28,1,SI,,79,105,,,,10.1007/s40593-017-0142-3,,,,,,,Article,MAR 2018,2018,"Automatic essay scoring (AES) refers to the process of scoring free text responses to given prompts, considering human grader scores as the gold standard. Writing such essays is an essential component of many language and aptitude exams. Hence, AES became an active and established area of research, and there are many proprietary systems used in real life applications today. However, not much is known about which specific linguistic features are useful for prediction and how much of this is consistent across datasets. This article addresses that by exploring the role of various linguistic features in automatic essay scoring using two publicly available datasets of non-native English essays written in test taking scenarios. The linguistic properties are modeled by encoding lexical, syntactic, discourse and error types of learner language in the feature set. Predictive models are then developed using these features on both datasets and the most predictive features are compared. While the results show that the feature set used results in good predictive models with both datasets, the question what are the most predictive features? has a different answer for each dataset.",,,,,,,,,31,0,0,0,0,2,32,,,1560-4292,1560-4306,,,,,,,"Iowa State Univ, Ames, IA 50011 USA",,,,2018-12-28,WOS:000426838100004,
J,"Stathacopoulou, Regina; Grigoriadou, Maria; Samarakou, Maria; Mitropoulos, Denis",,,,"Samarakou, Maria/AAP-6132-2021","Samarakou, Maria/0000-0002-4638-7939",,,Monitoring students' actions and using teachers' expertise in implementing and evaluating the neural network-based fuzzy diagnostic model,,,,,,,,EXPERT SYSTEMS WITH APPLICATIONS,,,,32,4,,,955,975,,,,10.1016/j.eswa.2006.02.023,,,,,,,Article,MAY 2007,2007,"In this paper, the implementation of a neural network-based fuzzy modeling approach to assess aspects of students' learning style in the discovery learning environment Vectors in Physics and Mathematics is presented. Fuzzy logic is used to provide a linguistic description of students' behavior and learning characteristics, as they have been elicited from teachers, and to handle the inherent uncertainty associated with teachers' subjective assessments. Neural networks are used to add learning and generalization abilities to the fuzzy model by encoding teachers' experience through supervised neural-network learning. The neural network-based fuzzy diagnostic model is a general diagnostic model which is implemented in an Intelligent Learning Environment by eliciting teachers' expertise regarding students' characteristics based on real students' observation and on data being collected from students' interaction. The model has been successfully implemented, trained and tested in the learning environment Vectors in Physics and Mathematics by using the recommendations of a group of five experienced teachers. The performance of our model in real classroom conditions has been evaluated during an experiment with an experienced Physics teacher and 49 students of secondary school attending Physics lessons. (C) 2006 Elsevier Ltd. All rights reserved.",,,,,,,,,46,0,0,0,2,0,46,,,0957-4174,1873-6793,,,,,,,"Univ Athens, Dept Informat & Telecommun, GR-15784 Athens, GreeceTechnol Educ Inst Athens, Dept Energy Technol, GR-12210 Athens, Greece",,,,2007-05-01,WOS:000243797800001,
J,"Nuankaew, Wongpanya; Nuankaew, Pratya; Teeraputon, Direk; Phanniphong, Kanakarn; Bussaman, Sittichai",,,,"Nuankaew๛, Pratya/AAR-5279-2020; Nuankaew, Wongpanya/CAF-4934-2022","Nuankaew, Wongpanya/0000-0003-3805-9529; Phanniphong, Kanakarn/0000-0003-0569-0373; Nuankaew, Pratya/0000-0002-3297-4198",,,Perception and Attitude Toward Self-Regulated Learning of Thailand's Students in Educational Data Mining Perspective,,,,,,,,INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING,,,,14,9,,,34,49,,,,10.3991/ijet.v14i09.10048,,,,,,,Article,2019,2019,"The Self-Regulated Learning (SRL) strategies can be the best. It can be achieved by a sub-goal that will be more important in the younger generation. This paper proposes the process of developing factors (attributes) which are related to the development of learning styles through self-regulated strategies. The objectives of this paper are (1) To study the perception and attitude toward the attributes of students with self-regulated learning of the students in higher education, and (2) To find the level of acceptance towards the factor of SRL using applied statistics and machine learning technology.The results show that two tools have proved the respondents and the factors of SRL in the accepted level. Besides, the results found that Thai higher education students still focus on formal learning, which conflicts with the behavior and usage of Internet and telephone in the classroom. In future work, the author is committed to develop and apply a self-regulated learning strategy model with a combination of collaborative learning strategies of blended learning. Also, it supports undergraduate students in analyzing the factors and studying the behavior patterns of learners in suitable modern learning.",,,,,,,,,9,0,0,0,0,0,9,,,1863-0383,,,,,,,,"Rajabhat Mahasarakham Univ, Fac Informat Technol, Maha Sarakham, ThailandUniv Phayao, Sch Informat & Commun Technol, Phayao, ThailandNaresuan Univ, Fac Educ, Phitsanulok, ThailandRajamangala Univ Technol Tawan Ok, Chon Buri, ThailandRajabhat Mahasarakham Univ, Fac Sci & Technol, Maha Sarakham, Thailand",,,,2019-06-04,WOS:000467836400003,
J,"Schodde, Thorsten; Hoffmann, Laura; Stange, Sonja; Kopp, Stefan",,,,"Kopp, Stefan/K-3456-2013; Kunold, Laura/P-5569-2019","Kopp, Stefan/0000-0002-4047-9277; Kunold, Laura/0000-0002-1258-4192; Stange, Sonja/0000-0001-5696-101X",,,"Adapt, Explain, Engage-A Study on How Social Robots Can Scaffold Second-language Learning of Children",,,,,,,,ACM TRANSACTIONS ON HUMAN-ROBOT INTERACTION,,,,9,1,,,,,6,,,10.1145/3366422,,,,,,,Article,JAN 2020,2020,"Social robots are increasingly applied to support children's learning, but how a robot can foster (or may hinder) learning is still not fully clear. One technique used by teachers is scaffolding, temporarily assisting learners to achieve new skills or levels of understanding they would not reach on their own. We ask if and how a social robot can be utilized to scaffold second-language learning of children at kindergarten age (4-7 years). Specifically, we explore an adapt-and-explain scaffolding strategy in which a robot acts as a peer-like tutor who dynamically adapts its behavior or the learning tasks to the cognitive and affective state of the child, and provides verbal explanations of these adaptations. An evaluation study with 40 children shows that children benefit from the learning adaptation and that the explanations have a positive effect especially for slower learners. Further, in 76% of all cases the robot managed to re-engage children who started to disengage from the learning interaction, helping them to achieve an overall higher learning gain. These findings demonstrate that a social robot equipped with suitable scaffolding mechanisms can increase engagement and learning, especially when being adaptive to the individual behavior and states of a child learner.",,,,,,,,,12,0,0,0,0,0,12,,,,2573-9522,,,,,,,"Bielefeld Univ, Fac Technol, Cognit Interact Technol CITEC, Inspirat 1, D-33619 Bielefeld, Germany",,,,2020-02-25,WOS:000512293700006,
J,"Dogan, Buket; Dikbiyik, Emrah",,,,"Dikbıyık, Emrah/N-3815-2016; Doğan, Buket/AAB-8253-2019","Dikbıyık, Emrah/0000-0002-3568-4938; Doğan, Buket/0000-0003-1062-2439",,,OPCOMITS: Developing an Adaptive and Intelligent Web Based Educational System Based on Concept Map Model,,,,,,,,COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,,,,24,5,,,676,691,,,,10.1002/cae.21740,,,,,,,Article,SEP 2016,2016,"Concept map model is a method that creates domain model by identifying the relationship between concepts in course contents. This study presents an adaptive intelligent web based learning system called OPCOMITS (Object Oriented Programming Tutor using Concept Map Model). OPCOMITS has a free domain model which can be regulated by an expert for any course. It uses concept map model to regulate the topic hierarchy, to measure the student's knowledge about a topic and to stimulate learning. By employing a concept map model, it structures the course and provides an environment in which the lecturer can arrange the chapters, topics, concepts and the prerequisite relationships between the concepts. Thus, it offers an adaptive and effective learning environment by measuring the level of student's knowledge about a topic, offering reinforcing feedback, diagnosing students' weaknesses and directing them to related chapter topic in the domain for revisions. To evaluate the effectiveness of the proposed approach an experiment has been conducted on Computer Programming department in Object Oriented Programming course. From the experimental results, it is found that OPCOMITS has contributed to the academic success of students using it and students have exhibited much better learning than those who have used a conventional e-learning system. (C) 2016 Wiley Periodicals, Inc.",,,,,,,,,7,0,0,0,0,0,7,,,1061-3773,1099-0542,,,,,,,"Marmara Univ, Dept Comp Engn, Fac Technol, Istanbul, TurkeyIstanbul Arel Univ, Comp Programming Program, Istanbul, Turkey",,,,2016-09-01,WOS:000396370200002,
J,"Nuankaew, Pratya",,,,"Nuankaew๛, Pratya/AAR-5279-2020","Nuankaew, Pratya/0000-0002-3297-4198",,,"Dropout Situation of Business Computer Students, University of Phayao",,,,,,,,INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING,,,,14,19,,,117,131,,,,10.3991/ijet.v14i19.11177,,,,,,,Article,2019,2019,"This paper aims to study the problem of the dropout situation of students in the business computer program at the University of Phayao. It consists of three sub-goals: (1) The first objective is to identify factors related to the dropout of students in the business computer program at the University of Phayao. (2) The second objective is to study the relationship between factors related to drop-out of students in the business computer program at the University of Phayao. (3) The last objective is to test the relationship model of factors related to the dropout of students in the business computer program at the University of Phayao.The sample group was 389 students from Business Computer Department at the School of Information and Communication Technology, University of Phayao in the academic year 2012-2019. The tools used in the research are statistical data analysis and machine learning. It consists of percentages, decision tree algorithms, cross-validation methods, and the confusion matrix performance.The results showed that the dropout rate of learners in business computer program tended to increase even though the number of new students decreased. In addition, it was found that factors affecting the dropout consisted of six courses: 221110 Fundamental Information Technology, 221120 Introduction to Programming, 001103 Thai Language Skills, 128221 Principles of Marketing, 005171 Life and Health, and 122130 Principles of Management.",,,,,,,,,8,0,0,0,0,0,8,,,1863-0383,,,,,,,,"Univ Phayao, Sch Informat & Commun Technol, Phayao, Thailand",,,,2019-10-22,WOS:000489136700009,
J,"Costa, Evandro B.; Fonseca, Baldoino; Santana, Marcelo Almeida; de Araujo, Fabrisia Ferreira; Rego, Joilson",,,,"Rego, Joilson/P-8032-2019","Rego, Joilson/0000-0002-8214-255X; Costa, Evandro/0000-0003-4663-8715",,,Evaluating the effectiveness of educational data mining techniques for early prediction of students' academic failure in introductory programming courses,,,,,,,,COMPUTERS IN HUMAN BEHAVIOR,,,,73,,,,247,256,,,,10.1016/j.chb.2017.01.047,,,,,,,Article,AUG 2017,2017,"The data about high students' failure rates in introductory programming courses have been alarming many educators, raising a number of important questions regarding prediction aspects. In this paper, we present a comparative study on the effectiveness of educational data mining techniques to early predict students likely to fail in introductory programming courses. Although several works have analyzed these techniques to identify students' academic failures, our study differs from existing ones as follows: (i) we investigate the effectiveness of such techniques to identify students likely to fail at early enough stage for action to be taken to reduce the failure rate; (ii) we analyse the impact of data preprocessing and algorithms fine-tuning tasks, on the effectiveness of the mentioned techniques. In our study we evaluated the effectiveness of four prediction techniques on two different and independent data sources on introductory programming courses available from a Brazilian Public University: one comes from distance education and the other from on-campus. The results showed that the techniques analyzed in our study are able to early identify students likely to fail, the effectiveness of some of these techniques is improved after applying the data preprocessing and/or algorithms fine-tuning, and the support vector machine technique outperforms the other ones in a statistically significant way. (C) 2017 Elsevier Ltd. All rights reserved.",,,,,,,,,172,0,0,0,2,3,175,,,0747-5632,1873-7692,,,,,,,"Fed Univ Alagoas UFAL, Maceio, BrazilFed Inst Alagoas IFAL, Palmeira Dos Indios, AL, BrazilUniv Fed Campina Grande, Campina Grande, BrazilFed Univ Rio Grande Norte UFRN, Natal, RN, Brazil",,,,2017-08-01,WOS:000403625400025,
J,"Lee, Victor R.",,,,,"Lee, Victor/0000-0001-6434-7589",,,Combining High-Speed Cameras and Stop-Motion Animation Software to Support Students' Modeling of Human Body Movement,,,,,,,,JOURNAL OF SCIENCE EDUCATION AND TECHNOLOGY,,,,24,2-3,SI,,178,191,,,,10.1007/s10956-014-9521-9,,,,,,,Article,APR 2015,2015,"Biomechanics, and specifically the biomechanics associated with human movement, is a potentially rich backdrop against which educators can design innovative science teaching and learning activities. Moreover, the use of technologies associated with biomechanics research, such as high-speed cameras that can produce high-quality slow-motion video, can be deployed in such a way to support students' participation in practices of scientific modeling. As participants in classroom design experiment, fifteen fifth-grade students worked with high-speed cameras and stop-motion animation software (SAM Animation) over several days to produce dynamic models of motion and body movement. The designed series of learning activities involved iterative cycles of animation creation and critique and use of various depictive materials. Subsequent analysis of flipbooks of human jumping movements created by the students at the beginning and end of the unit revealed a significant improvement in both the epistemic fidelity of students' representations. Excerpts from classroom observations highlight the role that the teacher plays in supporting students' thoughtful reflection of and attention to slow-motion video. In total, this design and research intervention demonstrates that the combination of technologies, activities, and teacher support can lead to improvements in some of the foundations associated with students' modeling.",,,,,,,,,11,0,0,0,0,0,11,,,1059-0145,1573-1839,,,,,,,"Utah State Univ, Logan, UT 84322 USA",,,,2015-04-15,WOS:000351316500005,
